Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SF2CC1CA,2020.12,11748.075,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2021.03,11723.585,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2021.06,11804.28,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2021.09,9987.038,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2021.12,13526.428,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.03,12670.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.06,13041.787,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC1CA,2022.09,12107.486,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Food, Beverage and Tobacco Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.06,381.108,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.09,365.938,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2016.12,336.06,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.03,379.005,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.06,363.829,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.09,362.323,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2017.12,372.797,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.03,377.845,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.06,396.162,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.09,388.968,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2018.12,368.726,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.03,380.822,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.06,341.389,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.09,362.39,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2019.12,346.191,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.03,308.116,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.06,222.776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.09,330.791,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2020.12,315.824,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.03,317.27,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.06,316.151,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.09,340.224,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2021.12,358.338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.03,349.506,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.06,367.866,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC2CA,2022.09,388.96,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Textile, Leather, Clothing and Footwear Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.06,1749.535,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.09,1726.374,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2016.12,1611.543,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.03,1584.134,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.06,1713.337,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.09,1775.458,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2017.12,1705.49,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.03,1677.047,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.06,1855.671,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.09,1807.769,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2018.12,1810.018,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.03,1728.61,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.06,1896.154,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.09,1872.256,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2019.12,1790.392,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.03,1679.871,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.06,1439.805,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.09,1810.385,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2020.12,1836.026,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.03,1729.517,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.06,1968.484,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.09,1963.882,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2021.12,2041.197,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.03,1979.042,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.06,2293.515,,R,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC3CA,2022.09,2249.776,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Wood and Paper Products Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.06,254.092,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.09,246.931,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2016.12,258.927,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.03,218.668,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.06,225.92,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.09,235.919,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2017.12,244.598,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.03,239.293,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.06,237.354,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.09,243.025,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2018.12,260.767,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.03,239.873,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.06,223.451,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.09,231.062,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2019.12,227.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.03,204.501,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.06,166.241,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.09,196.593,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2020.12,224.441,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.03,201.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.06,219.538,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.09,218.449,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2021.12,221.861,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.03,203.313,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.06,224.868,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC4CA,2022.09,254.837,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Printing,Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.06,2792.002,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.09,2949.43,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2016.12,3330.022,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.03,3288.163,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.06,2997.221,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.09,3301.549,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2017.12,3812.037,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.03,3545.566,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.06,3714.747,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.09,3996.547,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2018.12,3868.715,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2019.03,3728.996,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2019.06,3438.477,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2019.09,3529.338,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2019.12,4018.56,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2020.03,3485.124,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2020.06,2437.33,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2020.09,2904.994,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2020.12,3335.108,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2021.03,3141.74,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2021.06,3250.469,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2021.09,3591.166,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2021.12,4148.666,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2022.03,4191.441,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2022.06,2243.375,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC5CA,2022.09,2118.85,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,"Petroleum, Chemical, Polymer and Rubber Product Manufacturing",Current prices,Unadjusted,
BDCQ.SF2CC6CA,2016.06,597.712,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2016.09,615.247,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2016.12,620.816,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2017.03,557.75,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2017.06,603.397,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2017.09,625.553,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2017.12,637.522,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2018.03,537.556,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2018.06,622.274,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2018.09,677.11,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2018.12,609.255,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2019.03,606.303,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
BDCQ.SF2CC6CA,2019.06,648.694,,F,Dollars,6,Business Data Collection - BDC,Industry by financial variable (NZSIOC Level 2),Purchases and operating expenditure,Non-Metallic Mineral Product Manufacturing,Current prices,Unadjusted,
