city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_type,last_new_job,training_hours,target
0.55,Male,Has relevent experience,Full time course,Graduate,STEM,18,,1,8,1
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Funded Startup,4,155,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,16,Pvt Ltd,1,105,0
0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,1,111,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,141,0
0.903,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,1,38,0
0.897,Male,No relevent experience,Full time course,High School,,7,,never,60,0
0.926,,No relevent experience,Full time course,Graduate,Other,1,Early Stage Startup,1,14,0
0.624,Male,Has relevent experience,Full time course,Masters,STEM,2,Funded Startup,1,30,0
0.698,Male,Has relevent experience,Full time course,Masters,STEM,14,Pvt Ltd,4,28,0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,2,Pvt Ltd,1,22,0
0.698,Male,No relevent experience,Full time course,Graduate,STEM,7,,1,6,1
0.682,Male,No relevent experience,Part time course,Graduate,STEM,>20,Pvt Ltd,>4,35,0
0.896,,Has relevent experience,,Graduate,STEM,16,Public Sector,>4,50,0
0.804,Male,No relevent experience,Full time course,Graduate,STEM,5,,never,102,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,2,40,0
0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,>4,77,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,9,0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,Early Stage Startup,1,17,1
0.624,Male,No relevent experience,,Graduate,STEM,5,,never,24,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,45,0
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,Pvt Ltd,1,71,0
0.895,Male,Has relevent experience,Part time course,Masters,STEM,9,Funded Startup,2,26,0
0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Early Stage Startup,>4,39,0
0.926,Male,Has relevent experience,Part time course,Masters,STEM,12,,never,14,0
0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Other,1,90,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,6,Public Sector,1,216,1
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,4,Pvt Ltd,1,127,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,1,134,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,1,20,1
0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Funded Startup,1,82,0
0.926,Male,No relevent experience,no_enrollment,Masters,Humanities,8,Early Stage Startup,1,133,0
0.895,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,Pvt Ltd,1,192,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,<1,Pvt Ltd,2,22,1
0.878,Male,Has relevent experience,Full time course,Graduate,STEM,7,Pvt Ltd,1,37,1
0.624,,Has relevent experience,no_enrollment,High School,,9,Pvt Ltd,>4,6,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,1,48,0
0.926,Male,No relevent experience,Part time course,High School,,1,Other,1,152,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,Pvt Ltd,1,16,1
0.624,Male,No relevent experience,Full time course,High School,,5,Pvt Ltd,1,15,0
0.92,,Has relevent experience,no_enrollment,Graduate,Arts,10,NGO,2,188,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,Pvt Ltd,1,16,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,1,28,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,3,53,1
0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,Pvt Ltd,1,13,0
0.754,,No relevent experience,no_enrollment,Graduate,Humanities,15,Pvt Ltd,>4,48,1
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,25,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Public Sector,1,83,0
0.92,Male,Has relevent experience,no_enrollment,,,2,,1,84,0
0.913,Male,No relevent experience,Full time course,High School,,12,,>4,83,0
0.92,Male,No relevent experience,Full time course,High School,,5,Pvt Ltd,1,44,0
0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,,4,292,0
0.647,Male,No relevent experience,Full time course,Graduate,STEM,4,,never,133,0
0.836,Male,No relevent experience,Full time course,Graduate,STEM,3,,1,12,1
0.91,,No relevent experience,Full time course,Graduate,STEM,2,Other,1,260,0
0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,7,,3,27,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,10,1
0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,4,118,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,>20,Public Sector,>4,20,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,1,24,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,Early Stage Startup,never,98,0
0.767,Male,Has relevent experience,Full time course,Graduate,STEM,5,,4,40,1
0.926,Male,Has relevent experience,no_enrollment,High School,,6,Pvt Ltd,>4,52,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,,Pvt Ltd,,11,0
0.727,,No relevent experience,Part time course,Graduate,STEM,6,,,110,1
0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,1,53,0
0.738,Male,No relevent experience,Part time course,Graduate,STEM,9,,4,55,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,>4,20,0
0.887,Male,Has relevent experience,no_enrollment,High School,,>20,,1,83,1
0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,Public Sector,1,10,0
0.698,Male,Has relevent experience,Part time course,High School,,11,Pvt Ltd,1,32,0
0.896,,Has relevent experience,no_enrollment,Phd,STEM,11,Pvt Ltd,2,16,0
0.55,,Has relevent experience,Part time course,,,16,Public Sector,2,146,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,2,6,0
0.91,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Pvt Ltd,>4,34,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,24,0
0.887,,Has relevent experience,no_enrollment,High School,,6,Pvt Ltd,1,30,0
0.897,Male,Has relevent experience,no_enrollment,Masters,No Major,>20,Pvt Ltd,3,112,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,19,Pvt Ltd,2,91,0
0.55,Male,Has relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,1,62,1
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,1,80,1
0.624,Female,Has relevent experience,,Graduate,STEM,4,,2,158,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Pvt Ltd,1,6,0
0.55,,Has relevent experience,no_enrollment,Graduate,STEM,,,,46,0
0.624,,Has relevent experience,Full time course,Graduate,STEM,2,,,37,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,,>4,24,0
0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,Public Sector,1,46,1
0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,1,Pvt Ltd,1,55,0
0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,,>4,25,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Pvt Ltd,1,36,0
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,NGO,1,43,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,NGO,1,74,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,>4,25,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,21,0
0.939,,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,91,0
0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,3,48,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,>4,23,0
0.923,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,26,0
0.558,,Has relevent experience,Full time course,,,1,Early Stage Startup,never,198,0
0.74,Male,No relevent experience,Full time course,High School,,3,,never,160,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Pvt Ltd,>4,126,0
0.527,,No relevent experience,Full time course,Graduate,STEM,<1,,1,12,1
0.92,,No relevent experience,no_enrollment,Graduate,Arts,2,Pvt Ltd,2,80,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,81,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,1,20,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,6,Other,>4,134,0
0.789,Male,No relevent experience,Full time course,Graduate,STEM,3,,2,47,0
0.698,Male,No relevent experience,,Graduate,STEM,2,,never,4,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,4,13,1
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,3,184,1
0.698,Male,No relevent experience,no_enrollment,High School,,2,,never,64,0
0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,1,110,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,1,32,1
0.624,,Has relevent experience,Full time course,Masters,STEM,5,,,28,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,58,0
0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,7,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,102,0
0.939,,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,>4,67,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,54,0
0.855,,Has relevent experience,no_enrollment,Masters,STEM,2,Pvt Ltd,1,56,0
0.91,,Has relevent experience,no_enrollment,Graduate,STEM,5,Funded Startup,1,14,0
0.92,Male,No relevent experience,Full time course,Graduate,Humanities,6,,>4,21,1
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,,1,35,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,9,0
0.698,,Has relevent experience,no_enrollment,Graduate,STEM,15,,2,44,0
0.92,Male,No relevent experience,Full time course,Graduate,STEM,14,,1,12,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,Funded Startup,2,22,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Pvt Ltd,never,36,1
0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Public Sector,3,11,1
0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,8,NGO,1,30,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,1,75,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,77,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,9,Pvt Ltd,1,94,1
0.624,,No relevent experience,no_enrollment,Graduate,STEM,2,,1,75,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,40,0
0.776,Male,No relevent experience,Full time course,Graduate,STEM,9,,1,50,0
0.926,,No relevent experience,Full time course,High School,,5,Public Sector,never,109,0
0.624,,Has relevent experience,Full time course,Graduate,Other,,Public Sector,,91,0
0.698,,No relevent experience,no_enrollment,Graduate,STEM,4,,never,23,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,4,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,Pvt Ltd,3,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,Pvt Ltd,1,46,0
0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,41,0
0.939,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,>4,148,0
0.926,Other,No relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,1,139,0
0.843,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,1,16,0
0.866,,No relevent experience,no_enrollment,High School,,2,Pvt Ltd,never,148,0
0.855,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,1,56,1
0.691,Other,No relevent experience,Full time course,High School,,3,,1,151,1
0.624,Male,Has relevent experience,Full time course,Graduate,STEM,8,Pvt Ltd,1,18,1
0.91,Male,No relevent experience,no_enrollment,Graduate,Humanities,1,,1,42,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,Pvt Ltd,1,43,0
0.92,,Has relevent experience,no_enrollment,Graduate,STEM,16,Public Sector,2,146,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Public Sector,1,44,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Pvt Ltd,2,264,0
0.915,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,17,0
0.855,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,Pvt Ltd,3,140,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Public Sector,>4,140,0
0.926,Female,Has relevent experience,no_enrollment,Masters,Humanities,18,Pvt Ltd,>4,78,0
0.939,,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,89,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,20,0
0.855,Male,No relevent experience,no_enrollment,,,2,,1,130,0
0.794,Male,No relevent experience,no_enrollment,Graduate,Humanities,5,Pvt Ltd,>4,26,0
0.91,Male,No relevent experience,no_enrollment,,,3,,never,270,0
0.896,Male,No relevent experience,Full time course,Masters,STEM,7,Public Sector,1,54,0
0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Pvt Ltd,>4,64,0
0.925,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,>4,24,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,34,0
0.913,,Has relevent experience,no_enrollment,Masters,Arts,4,Pvt Ltd,1,194,0
0.91,Other,No relevent experience,,High School,,1,,never,34,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,2,54,0
0.698,,No relevent experience,no_enrollment,Graduate,STEM,14,Public Sector,1,80,0
0.92,Male,No relevent experience,no_enrollment,Primary School,,5,Pvt Ltd,never,22,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,94,1
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Early Stage Startup,2,206,0
0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,5,Pvt Ltd,1,40,0
0.925,Male,No relevent experience,Full time course,High School,,1,Public Sector,1,83,1
0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,17,,2,25,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Pvt Ltd,4,90,0
0.827,,No relevent experience,Part time course,Graduate,STEM,2,Pvt Ltd,1,246,0
0.92,Male,No relevent experience,Full time course,High School,,6,Pvt Ltd,never,48,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,1,78,1
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Pvt Ltd,1,41,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Pvt Ltd,>4,79,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,>4,23,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Funded Startup,2,23,0
0.926,,Has relevent experience,no_enrollment,High School,,19,Pvt Ltd,>4,33,0
0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,1,49,1
0.666,Male,Has relevent experience,Full time course,Masters,STEM,10,,1,38,0
0.91,,Has relevent experience,no_enrollment,Graduate,STEM,9,Funded Startup,2,11,0
0.689,,No relevent experience,no_enrollment,Primary School,,2,,2,46,0
0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Pvt Ltd,>4,36,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,3,0
0.624,,No relevent experience,Full time course,,,2,,never,61,0
0.903,,Has relevent experience,no_enrollment,Masters,Humanities,19,Funded Startup,2,23,1
0.624,,Has relevent experience,Part time course,Graduate,STEM,8,Pvt Ltd,2,58,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,4,0
0.915,,Has relevent experience,no_enrollment,Masters,STEM,17,Pvt Ltd,1,6,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,9,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,2,15,0
0.802,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,4,63,0
0.91,Male,Has relevent experience,Part time course,High School,,4,,1,16,0
0.762,Male,No relevent experience,Full time course,Graduate,STEM,4,,never,113,1
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,6,Pvt Ltd,2,56,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,1,70,0
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,,1,8,0
0.624,,No relevent experience,Full time course,Graduate,STEM,<1,,never,30,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,123,0
0.926,Male,No relevent experience,Full time course,Graduate,STEM,8,Public Sector,4,31,0
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,Pvt Ltd,4,36,1
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,>4,41,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,Other,2,324,0
0.754,,Has relevent experience,no_enrollment,Masters,,,Pvt Ltd,,5,0
0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Pvt Ltd,1,26,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,Pvt Ltd,>4,57,0
0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,4,78,0
0.897,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,Public Sector,never,29,0
0.92,,No relevent experience,Full time course,Graduate,STEM,5,,never,21,1
0.92,Male,No relevent experience,no_enrollment,,,1,,never,6,0
0.923,,Has relevent experience,no_enrollment,Graduate,STEM,5,,>4,15,0
0.555,Male,No relevent experience,no_enrollment,Masters,STEM,3,Pvt Ltd,1,336,1
0.897,,Has relevent experience,no_enrollment,Masters,STEM,>20,Early Stage Startup,1,74,0
0.625,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,never,188,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,1,41,0
0.624,,No relevent experience,Full time course,,,3,,,10,1
0.743,,Has relevent experience,Full time course,Masters,STEM,15,,1,72,1
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,Funded Startup,2,6,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Pvt Ltd,1,117,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Pvt Ltd,>4,40,0
0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,never,18,0
0.855,,Has relevent experience,no_enrollment,Graduate,STEM,5,,1,86,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,,3,51,0
0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,14,,3,38,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,66,0
0.698,,Has relevent experience,Full time course,Graduate,STEM,11,Pvt Ltd,1,50,1
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,4,Pvt Ltd,1,66,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,11,Pvt Ltd,2,106,1
0.926,,No relevent experience,Full time course,Graduate,STEM,5,,1,94,1
0.926,Male,No relevent experience,Part time course,Graduate,STEM,6,,never,50,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Pvt Ltd,4,196,0
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,Pvt Ltd,1,184,1
0.926,Male,Has relevent experience,no_enrollment,Graduate,Other,13,Funded Startup,1,84,0
0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,,never,140,0
0.92,Male,No relevent experience,Full time course,High School,,12,,3,8,1
0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,2,Early Stage Startup,2,54,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,4,20,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,NGO,>4,74,0
0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,Funded Startup,1,50,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Public Sector,>4,94,0
0.897,Male,No relevent experience,no_enrollment,,,7,,2,52,0
0.926,,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,40,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,2,24,0
0.897,,No relevent experience,,,,2,,1,63,0
0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,16,,1,254,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Funded Startup,1,24,0
0.89,Male,No relevent experience,Full time course,High School,,4,,1,68,0
0.92,,Has relevent experience,no_enrollment,Graduate,Other,20,Pvt Ltd,>4,56,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,>4,35,0
0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Pvt Ltd,1,96,0
0.55,,No relevent experience,Full time course,Masters,STEM,1,Pvt Ltd,1,42,0
0.878,Male,Has relevent experience,no_enrollment,High School,,6,Pvt Ltd,1,29,1
0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,114,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,30,0
0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,90,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,14,1
0.795,Male,Has relevent experience,Part time course,Graduate,STEM,9,Pvt Ltd,4,52,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,16,Pvt Ltd,1,5,0
0.698,Female,No relevent experience,no_enrollment,Graduate,STEM,2,,1,48,0
0.923,Male,Has relevent experience,Part time course,Graduate,STEM,>20,Pvt Ltd,1,12,0
0.802,Male,Has relevent experience,Part time course,Graduate,STEM,10,Pvt Ltd,1,22,0
0.55,Female,No relevent experience,Full time course,Graduate,STEM,<1,,2,63,1
0.92,,No relevent experience,no_enrollment,High School,,2,,never,13,0
0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,3,69,1
0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,1,3,1
0.516,Male,No relevent experience,Full time course,,,5,Pvt Ltd,1,20,0
0.92,,No relevent experience,Full time course,Graduate,STEM,1,,never,3,1
0.924,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Pvt Ltd,1,87,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Pvt Ltd,1,86,0
0.493,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,1,50,1
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,2,134,0
0.624,,Has relevent experience,Full time course,Masters,STEM,1,Pvt Ltd,1,8,1
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,Pvt Ltd,4,138,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Pvt Ltd,>4,29,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,1,110,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,54,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,>4,152,0
0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,2,68,0
0.926,Male,No relevent experience,no_enrollment,Masters,STEM,8,,3,18,0
0.624,Male,No relevent experience,no_enrollment,High School,,2,,never,102,1
0.804,Male,Has relevent experience,no_enrollment,Graduate,No Major,17,,1,112,0
0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,Pvt Ltd,>4,136,0
0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Pvt Ltd,>4,117,0
0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,10,Pvt Ltd,>4,32,0
0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,13,Pvt Ltd,1,97,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,,1,109,1
0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,22,0
0.754,,Has relevent experience,no_enrollment,Graduate,STEM,11,,2,154,1
0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,Pvt Ltd,>4,31,0
0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,,1,16,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,Funded Startup,3,24,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,Pvt Ltd,2,82,0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,11,Pvt Ltd,2,10,0
0.727,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,1,33,1
0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Pvt Ltd,2,7,0
0.691,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,2,31,0
0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,2,100,1
0.92,Male,Has relevent experience,Part time course,Graduate,STEM,2,Pvt Ltd,1,55,0
0.92,Male,No relevent experience,no_enrollment,High School,,1,,never,200,0
0.624,,Has relevent experience,Full time course,Masters,STEM,5,Funded Startup,1,11,0
0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Early Stage Startup,4,94,0
0.624,,Has relevent experience,no_enrollment,Graduate,STEM,5,Pvt Ltd,1,264,0
0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,4,80,0
0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,1,56,1
0.924,,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,94,0
0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Pvt Ltd,1,69,0
0.738,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,Early Stage Startup,2,7,0
0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,Pvt Ltd,1,38,1
0.856,,Has relevent experience,no_enrollment,High School,,>20,Pvt Ltd,,35,1
0.689,Male,Has relevent experience,Part time course,,,2,Pvt Ltd,2,172,0
0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Early Stage Startup,1,86,0
0.89,,No relevent experience,no_enrollment,Graduate,No Major,11,,2,37,1
0.762,Other,No relevent experience,,,,8,,never,234,0
0.698,Male,Has relevent experience,Full time course,Graduate,STEM,7,Funded Startup,3,51,0
